# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
   86       3.070832544737e-10       7.539510134145e-14      -1.906571384248e-12       3.014054964121e-16       1.496672770650e-11       1.914567056915e-12      -8.019820690208e-15 
   87       3.108750385176e-10       7.747617689772e-14      -1.988069250334e-12       3.084898255754e-16       1.453961344681e-11       1.869432847206e-12      -8.004733965168e-15 
   88       3.146982859011e-10       7.956278030330e-14      -2.070498784644e-12       3.156593810313e-16       1.412766601026e-11       1.825808740674e-12      -7.985120070753e-15 
   89       3.185521791086e-10       8.165309352135e-14      -2.153811417134e-12       3.229145344989e-16       1.372928019488e-11       1.783553097794e-12      -7.955062182656e-15 
   90       3.224369180325e-10       8.374534977482e-14      -2.237951337471e-12       3.302556335610e-16       1.334423725398e-11       1.742646929510e-12      -7.914105033593e-15 
   91       3.263528349047e-10       8.583776702543e-14      -2.322859564765e-12       3.376830328474e-16       1.297258570674e-11       1.703092807562e-12      -7.863312563018e-15 
   92       3.303000744161e-10       8.792852448787e-14      -2.408475395667e-12       3.451971053781e-16       1.261424078907e-11       1.664878617105e-12      -7.803871255161e-15 
   93       3.342785846898e-10       9.001576281315e-14      -2.494736410549e-12       3.527982429961e-16       1.226897915672e-11       1.627976972581e-12      -7.737093605661e-15 
   94       3.382881082538e-10       9.209758427202e-14      -2.581578479687e-12       3.604868567999e-16       1.193643358842e-11       1.592344633587e-12      -7.664421588194e-15 
   95       3.423281730145e-10       9.417205293845e-14      -2.668935769453e-12       3.682633775751e-16       1.161608768896e-11       1.557921920756e-12      -7.587430121101e-15 
   96       3.463980832294e-10       9.623719487296e-14      -2.756740748492e-12       3.761282562274e-16       1.130727059231e-11       1.524632131623e-12      -7.507830534018e-15 
   97       3.504969104803e-10       9.829099830610e-14      -2.844924193912e-12       3.840819642142e-16       1.100915166473e-11       1.492380956505e-12      -7.427474034507e-15 
   98       3.546234846466e-10       1.003314138218e-13      -2.933415197464e-12       3.921249939778e-16       1.072073520787e-11       1.461055894368e-12      -7.348355174680e-15 
   99       3.587766845125e-10       1.023564015644e-13      -3.022142573660e-12       4.002578620512e-16       1.044108869559e-11       1.430552939918e-12      -7.272211938539e-15 
  100       3.629563760689e-10       1.043640800922e-13      -3.111039298307e-12       4.084811179476e-16       1.017007582093e-11       1.400862220579e-12      -7.199253878110e-15 
  101       3.671625909632e-10       1.063525990463e-13      -3.200038713069e-12       4.167953373390e-16       9.907717921909e-12       1.371993460556e-12      -7.129259430628e-15 
  102       3.713952333942e-10       1.083200947524e-13      -3.289073202504e-12       4.252011199532e-16       9.653967275839e-12       1.343949541384e-12      -7.061961821336e-15 
  103       3.756540747177e-10       1.102646909737e-13      -3.378074217246e-12       4.336990900386e-16       9.408704633134e-12       1.316726248371e-12      -6.997047640663e-15 
  104       3.799387480509e-10       1.121844996645e-13      -3.466972297182e-12       4.422898968286e-16       9.171736751136e-12       1.290312017022e-12      -6.934155421409e-15 
  105       3.842487428777e-10       1.140776217240e-13      -3.555697094629e-12       4.509742150064e-16       8.942793927931e-12       1.264687679480e-12      -6.872874215927e-15 
  106       3.885833996540e-10       1.159421477488e-13      -3.644177397512e-12       4.597527451699e-16       8.721527536173e-12       1.239826210955e-12      -6.812742173310e-15 
  107       3.929419044122e-10       1.177761587871e-13      -3.732341152542e-12       4.686262142962e-16       8.507507556905e-12       1.215692476159e-12      -6.753245116569e-15 
  108       3.973232833663e-10       1.195777270919e-13      -3.820115488396e-12       4.775953762065e-16       8.300220113374e-12       1.192242975738e-12      -6.693815119818e-15 
  109       4.017263975172e-10       1.213449168740e-13      -3.907426738890e-12       4.866610120307e-16       8.099065004860e-12       1.169425592707e-12      -6.633829085456e-15 
  110       4.061501334214e-10       1.230758329717e-13      -3.994200965055e-12       4.958239119820e-16       7.903491010197e-12       1.147191750288e-12      -6.572735462754e-15 
  111       4.105940148212e-10       1.247687723200e-13      -4.080365547564e-12       5.050848170343e-16       7.713426769951e-12       1.125535197861e-12      -6.510455887976e-15 
  112       4.150576595579e-10       1.264220933664e-13      -4.165847842426e-12       5.144444706154e-16       7.528900689072e-12       1.104457737333e-12      -6.447032521905e-15 
  113       4.195405869771e-10       1.280341710979e-13      -4.250574728065e-12       5.239036369083e-16       7.349906997113e-12       1.083957125372e-12      -6.382504341709e-15 
  114       4.240422144622e-10       1.296033982653e-13      -4.334472633402e-12       5.334631011317e-16       7.176404636052e-12       1.064026941816e-12      -6.316906977506e-15 
  115       4.285618539670e-10       1.311281866077e-13      -4.417467565937e-12       5.431236698211e-16       7.008316148118e-12       1.044656458088e-12      -6.250272548918e-15 
  116       4.330987085487e-10       1.326069680771e-13      -4.499485139831e-12       5.528861711102e-16       6.845526563612e-12       1.025830505609e-12      -6.182629501634e-15 
  117       4.376518689007e-10       1.340381960619e-13      -4.580450603984e-12       5.627514550115e-16       6.687882288728e-12       1.007529344209e-12      -6.114002443960e-15 
  118       4.422203098854e-10       1.354203466119e-13      -4.660288870116e-12       5.727203936974e-16       6.535189993378e-12       9.897285305402e-13      -6.044411983384e-15 
  119       4.468028870676e-10       1.367519196626e-13      -4.738924540851e-12       5.827938817814e-16       6.387215499012e-12       9.723987864919e-13      -5.973874563130e-15 
  120       4.513983332468e-10       1.380314402590e-13      -4.816281937797e-12       5.929728365990e-16       6.243682666443e-12       9.555058676005e-13      -5.902402298719e-15 
