# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  123       4.679111751096e-10       1.419725881943e-13      -5.074446956838e-12       5.994288014132e-16       5.592706272121e-12       9.964735963376e-13      -5.731413141848e-15 
  124       4.725654653059e-10       1.430065306835e-13      -5.145473852995e-12       6.096239508251e-16       5.468965731516e-12       9.798840572952e-13      -5.659534926638e-15 
  125       4.772261937240e-10       1.439811385535e-13      -5.214806944994e-12       6.199249049867e-16       5.348495263022e-12       9.636490365568e-13      -5.588393941182e-15 
  126       4.818925571130e-10       1.448954603363e-13      -5.282375611940e-12       6.303324282477e-16       5.231291725058e-12       9.477703909102e-13      -5.517959109170e-15 
  127       4.865636815460e-10       1.457485996772e-13      -5.348109577052e-12       6.408472933515e-16       5.117335425838e-12       9.322479714632e-13      -5.448189299820e-15 
  128       4.912386204236e-10       1.465397169722e-13      -5.411938944262e-12       6.514702814092e-16       5.006589655671e-12       9.170795649390e-13      -5.379033050305e-15 
  129       4.959163524765e-10       1.472680310057e-13      -5.473794234820e-12       6.622021818737e-16       4.899000219261e-12       9.022608349719e-13      -5.310428288180e-15 
  130       5.005957797695e-10       1.479328205872e-13      -5.533606423893e-12       6.730437925144e-16       4.794494968003e-12       8.877852634024e-13      -5.242302053814e-15 
  131       5.052757257042e-10       1.485334261894e-13      -5.591306977166e-12       6.839959193906e-16       4.692983332285e-12       8.736440915730e-13      -5.174570222817e-15 
  132       5.099549330225e-10       1.490692515851e-13      -5.646827887444e-12       6.950593768263e-16       4.594355853785e-12       8.598262616236e-13      -5.107137228469e-15 
  133       5.146320618096e-10       1.495397654850e-13      -5.700101711256e-12       7.062349873840e-16       4.498483717771e-12       8.463183577869e-13      -5.039895784148e-15 
  134       5.193056874976e-10       1.499445031746e-13      -5.751061605453e-12       7.175235818390e-16       4.405218285400e-12       8.331045476840e-13      -4.972726605759e-15 
  135       5.239742988683e-10       1.502830681523e-13      -5.799641363808e-12       7.289259991537e-16       4.314390626017e-12       8.201665236198e-13      -4.905498134163e-15 
  136       5.286362960569e-10       1.505551337658e-13      -5.845775453625e-12       7.404430864514e-16       4.225811049451e-12       8.074834438786e-13      -4.838066257609e-15 
  137       5.332901259443e-10       1.507604714313e-13      -5.889399652357e-12       7.520756689318e-16       4.139309322444e-12       7.950367883671e-13      -4.770314054774e-15 
  138       5.379347083742e-10       1.508990351163e-13      -5.930452954365e-12       7.638244561559e-16       4.054861004744e-12       7.828256168921e-13      -4.702276253003e-15 
  139       5.425690504603e-10       1.509708887440e-13      -5.968875931789e-12       7.756901259696e-16       3.972473360246e-12       7.708527858412e-13      -4.634027182576e-15 
  140       5.471921120395e-10       1.509761821862e-13      -6.004610192259e-12       7.876733534776e-16       3.892145638339e-12       7.591201482475e-13      -4.565641888322e-15 
  141       5.518028045474e-10       1.509151530693e-13      -6.037598419310e-12       7.997748108270e-16       3.813868864436e-12       7.476285262779e-13      -4.497196106066e-15 
  142       5.563999898937e-10       1.507881285804e-13      -6.067784412783e-12       8.119951669905e-16       3.737625630507e-12       7.363776837207e-13      -4.428766239076e-15 
  143       5.609824793373e-10       1.505955272737e-13      -6.095113129245e-12       8.243350875502e-16       3.663389885601e-12       7.253662984732e-13      -4.360429334510e-15 
  144       5.655490323615e-10       1.503378608763e-13      -6.119530722393e-12       8.367952344805e-16       3.591126726381e-12       7.145919350296e-13      -4.292263059866e-15 
  145       5.700983555495e-10       1.500157360942e-13      -6.140984583463e-12       8.493762659317e-16       3.520792187649e-12       7.040510169689e-13      -4.224345679424e-15 
  146       5.746291014596e-10       1.496298564190e-13      -6.159423381645e-12       8.620788360133e-16       3.452333032876e-12       6.937387994427e-13      -4.156756030697e-15 
