# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
   78       4.055743753055e-10       5.965327680114e-14      -1.280342915019e-12       2.379495058171e-16       1.835442325637e-11       6.155556257901e-12      -9.001205971733e-15 
   79       4.253726992025e-10       6.164088909168e-14      -1.310857109099e-12       2.441090458553e-16       1.778992116258e-11       7.036531137139e-12      -8.904166941311e-15 
   80       4.445455301085e-10       6.364659138485e-14      -1.352997524502e-12       2.503482768729e-16       1.724577845000e-11       7.636410816964e-12      -8.797608117438e-15 
   81       4.625296878912e-10       6.566886934109e-14      -1.407063158532e-12       2.566674099955e-16       1.672164423642e-11       7.954607705923e-12      -8.681569416127e-15 
   82       4.789808389310e-10       6.770622004355e-14      -1.471788259550e-12       2.630666683370e-16       1.621757183981e-11       8.016966178972e-12      -8.557916741157e-15 
   83       4.935297466797e-10       6.975709026407e-14      -1.545722818744e-12       2.695462931079e-16       1.573336216766e-11       7.853467013665e-12      -8.428704711178e-15 
   84       5.057816164490e-10       7.181987631849e-14      -1.627226418207e-12       2.761065441774e-16       1.526855262580e-11       7.498368577955e-12      -8.296182109823e-15 
   85       5.153154401996e-10       7.389292392211e-14      -1.714462079011e-12       2.827477006351e-16       1.482240602716e-11       6.990348018002e-12      -8.162797335816e-15 
   86       5.216833413302e-10       7.597452804498e-14      -1.805390109274e-12       2.894700613529e-16       1.439389950058e-11       6.372642445982e-12      -8.031203853081e-15 
   87       5.244099194657e-10       7.806293276733e-14      -1.897761952244e-12       2.962739455474e-16       1.398171339966e-11       5.693190127887e-12      -7.904265640852e-15 
   88       5.229915952469e-10       8.015633113492e-14      -1.989114034363e-12       3.031596933414e-16       1.358422021153e-11       5.004771671336e-12      -7.785062643780e-15 
   89       5.170956568607e-10       8.225288770240e-14      -2.077142039234e-12       3.101276580797e-16       1.319987176469e-11       4.354932194321e-12      -7.676249271040e-15 
   90       5.071946114924e-10       8.435081053149e-14      -2.160904424522e-12       3.171781806689e-16       1.282845463920e-11       3.753628328821e-12      -7.578002687619e-15 
   91       4.940305987060e-10       8.644829027305e-14      -2.239797241583e-12       3.243116122291e-16       1.247001217116e-11       3.200742601229e-12      -7.489761220829e-15 
   92       4.784268510481e-10       8.854347867705e-14      -2.313190069749e-12       3.315283224140e-16       1.212445863221e-11       2.695838918237e-12      -7.410838477430e-15 
   93       4.612900306223e-10       9.063448878781e-14      -2.380425563668e-12       3.388286998494e-16       1.179157410539e-11       2.238150660721e-12      -7.340419101591e-15 
   94       4.436125656650e-10       9.271939513932e-14      -2.440819000636e-12       3.462131525718e-16       1.147099936096e-11       1.826568777633e-12      -7.277554532848e-15 
   95       4.264749871205e-10       9.479623395045e-14      -2.493657827939e-12       3.536821084670e-16       1.116223073221e-11       1.459629879885e-12      -7.221158764063e-15 
   96       4.110482652161e-10       9.686300332027e-14      -2.538201210191e-12       3.612360157077e-16       1.086461499134e-11       1.135504334238e-12      -7.170004099383e-15 
   97       3.985961460374e-10       9.891766342326e-14      -2.573679576670e-12       3.688753431930e-16       1.057734422525e-11       8.519843571905e-13      -7.122716912201e-15 
   98       3.904774881037e-10       1.009581367046e-13      -2.599294168658e-12       3.766005809861e-16       1.029945071140e-11       6.064721088629e-13      -7.077773403113e-15 
   99       3.878092952555e-10       1.029823568146e-13      -2.614719565670e-12       3.844122421961e-16       1.003002837615e-11       3.964106056984e-13      -7.033809775804e-15 
  100       3.903963052068e-10       1.049884228972e-13      -2.621693458975e-12       3.923108679800e-16       9.768944037563e-12       2.206718374576e-13      -6.990612063804e-15 
